"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",-1.39957714982091,1.16573190403845,-1.20059950746166,0.229906592210155
"PETBPAD",0.113907059154931,0.0896745913977939,1.27022668717432,0.204003894060522
"MRIBPAD",0.373422421679201,0.0829907758937887,4.49956537527865,6.80925370281569e-06
"AMY.cat0",-0.352246160930892,0.65509865388355,-0.537699411901871,0.590784585329939
"AMY.cat1",0.802922907290816,0.559593379503986,1.43483274945553,0.151334763156675
"APOE4c2",1.45348011542092,0.371978312990064,3.90743240845804,9.32821249641762e-05
"PTEDUCAT",-0.0584746399996668,0.0675892540754741,-0.865146994141564,0.386958114064144
