"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",2.0594206566947,1.87074228027775,1.10085749298879,0.270958684658326
"PETBPAD",0.339665074906307,0.127525443506591,2.66350828169244,0.00773305083490084
"MRIBPAD",0.0367276843263526,0.134119489165185,0.273843007865306,0.784205270941674
"AMY.cat0",-0.67225377127168,0.809862973979699,-0.83008335097504,0.406491659564828
"AMY.cat1",0.0255626188829632,0.756533178452601,0.0337891577144687,0.973045281900522
"APOE4c1",1.46448546712502,0.901729221116864,1.62408562662652,0.104357535132104
"PTEDUCAT",-0.136169375390101,0.111227776970287,-1.22423893652461,0.220862104807045
