"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",-1.90669121071877,1.15964119134385,-1.6442079023678,0.100133265187071
"PETBPAD",0.13171579746267,0.0852666397139677,1.54475182679321,0.122406303593246
"MRIBPAD",0.361712741745696,0.078069891856943,4.63319127440969,3.60071567896159e-06
"AMY.cat0",0.323441220712708,0.646909338330703,0.499979211225057,0.617089715541736
"AMY.cat1",1.40680546171397,0.539996894136968,2.60521028359311,0.00918178884113812
"APOE4c2",0.774676418431404,0.388096945484923,1.9960899652623,0.0459241311030341
"PTEDUCAT",-0.0308112941551347,0.0671550882435325,-0.458808036159524,0.646372023395656
