"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",-1.79168970724599,1.27005984797029,-1.41071281806864,0.158329309875846
"PETBPAD",0.148643488000955,0.0900553665472921,1.65057890162376,0.0988245899425181
"MRIBPAD",0.357734236579375,0.0852805374469275,4.19479341112271,2.73120400625066e-05
"AMY.cat1",1.16968605902239,0.539416731977365,2.16842746930489,0.0301261775774988
"APOE4c2",1.40817142293485,0.423660441435611,3.32382088392094,0.000887932056810555
"PTEDUCAT",-0.0515252745679184,0.0755878494656662,-0.68166080834622,0.49545345469195
