"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",-1.38319486235185,1.25843691915079,-1.09913722436341,0.271708215385697
"PETBPAD",0.131200773987645,0.0949510849759935,1.38177224642369,0.16704164324107
"MRIBPAD",0.420104451382967,0.0882061451288745,4.76275718397135,1.90965577537738e-06
"AMY.cat0",-0.00221709116417933,0.652322660770867,-0.00339876459536042,0.99728818342453
"AMY.cat1",1.19108015967009,0.537259282702804,2.2169559429073,0.0266261023115063
"APOE4c2",1.20504976273481,0.39218255193825,3.07267561185267,0.00212148965302996
"PTEDUCAT",-0.0645845303382494,0.0741032366369119,-0.871548035812499,0.383454989642272
