"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",-1.04641100245829,1.27241739741171,-0.822380301139273,0.41086048712647
"PETBPAD",0.111679698946849,0.0962806588348118,1.15993908120692,0.246073609625602
"MRIBPAD",0.415277920692863,0.0928865350493414,4.47080861044356,7.79244100788658e-06
"AMY.cat1",1.02631767863769,0.532236172960834,1.92831252511133,0.0538162648252091
"APOE4c2",1.0945701431466,0.419079608728515,2.61184300154217,0.0090055599600724
"PTEDUCAT",-0.0795188111482642,0.0756141447255096,-1.05163936505437,0.292965039923747
