"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",-2.04402955226463,1.28114946942239,-1.59546532317278,0.110608218488488
"PETBPAD",0.146572557571604,0.101017308263342,1.45096479099903,0.146789664650516
"MRIBPAD",0.32490920204242,0.0851268106058277,3.81676700595403,0.000135211741645949
"AMY.cat1",0.938737010299379,0.565098434616347,1.6611920203543,0.0966748876912329
"APOE4c2",1.54884407418997,0.417447590051328,3.7102719265897,0.0002070367441062
"PTEDUCAT",-0.0260045840698201,0.0731437337402387,-0.35552716193259,0.722194700024276
