,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,None,,,True,0.23202502260603253,4.013896789306387,0.23202502260603253,4.013896789306387,,,True,0.29313418326031193,3.872200186862283,0.29313418326031193,3.872200186862283
