,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.6595223297858028,49.237543056207585,True,0.6723163335111222,2.589158162128655,0.2372311828759719,3.9772004419057105,-0.7306602580047292,54.48117261061,True,0.8008506430890986,1.9940584063354083,0.26698609100394166,3.9365277139485806
