,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr
0,True,-0.6409256333858124,47.20176057675412,True,0.7088072429583093,2.644218855745875,0.29799818247154797,4.1164431557810985
