,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr
0,True,-0.715940742172904,52.860030103599975,True,0.6892159565526687,2.7599118134271707,0.17653960730885976,4.521535084798552
