,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.6479038777114311,48.25512654360478,True,0.6896671231151513,2.5617401222728238,0.26985002037336336,3.958876367587916,-0.6891475172698217,50.947086461229866,True,0.8107870328961029,1.9812955194719126,0.3324989337883115,3.796128777482511
