,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr
0,True,-0.7063458570429375,52.227893052345735,True,0.7140325257669967,2.467421336391113,0.214988221677068,4.381225349099439
