,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr
0,True,-0.7053037832879363,52.3417213475615,True,0.7644004897316103,2.3484572009672693,0.26656947061395964,4.239786602613139
