,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr
0,True,-0.6377583548341843,46.745893722036364,True,0.6871362504225609,2.726324326966518,0.2765262082975295,4.3194280505075895
