,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr
0,True,-0.6635539275689377,48.83485147995603,True,0.7122954084985639,2.560660241504519,0.27069702467986856,4.195987161305936
