,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.8138657684473682,60.13446725979738,True,0.8171261258912932,2.0355709444662575,0.1546110577010541,4.698257458809417
