,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.7319392539760384,54.00570978878407,True,0.6693460630750805,2.6531206094027335,0.13287711247826284,4.292164648034768,-0.8047226916284783,59.51285635434068,True,0.7392859048944656,2.241249420661782,0.09167285182901375,4.500725484123511
