"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",1.19192707902587,2.31433746866306,0.515018701967614,0.606539951304127
"PETBPAD",0.381401332223121,0.161423620631647,2.36273558188514,0.0181406075945328
"MRIBPAD",0.277854226493805,0.189724065352279,1.46451756648734,0.143052586942448
"AMY.cat1",-0.552894830305282,0.775602313143153,-0.712858666014879,0.475933218777279
"APOE4c1",1.13254630466467,0.839120261342681,1.34968294395904,0.177117705647131
"PTEDUCAT",-0.0751863587025841,0.151259421560051,-0.497068929175658,0.619140444375335
