"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",-0.624567706810569,1.18258245485622,-0.528138823847599,0.597402986094957
"PETBPAD",0.102997226670931,0.0892816658513375,1.15362124674545,0.248655483741591
"MRIBPAD",0.332516506986598,0.0744845582900149,4.46423412611113,8.03556605497309e-06
"AMY.cat0",-0.675891687238314,0.651513786938378,-1.03741732069016,0.29954140955888
"AMY.cat1",0.663632301849203,0.572292496536509,1.15960335993479,0.24621033239238
"APOE4c2",1.38364654328694,0.374365612834431,3.69597659574274,0.00021904315197351
"PTEDUCAT",-0.088659175814274,0.0691427177701781,-1.28226339191592,0.199750265266109
