"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",-1.87989970726509,1.17472628292001,-1.60028743256874,0.109534833539268
"PETBPAD",0.0746581219167549,0.0880711245656027,0.847702607239259,0.39660361398911
"MRIBPAD",0.410384759051748,0.0828698728255747,4.95215866827176,7.33947206426847e-07
"AMY.cat0",0.271928910589981,0.647991852786147,0.419648656724275,0.67474213779724
"AMY.cat1",1.37927314907679,0.54007070618816,2.55387513759403,0.0106531451650951
"APOE4c2",0.788527603972807,0.388985984754739,2.02713628479439,0.0426484769906081
"PTEDUCAT",-0.0296451843499437,0.0684970856601833,-0.432794827169941,0.665163831666183
