"","coefficients.Estimate","coefficients.Std..Error","coefficients.z.value","coefficients.Pr...z.."
"(Intercept)",1.60495253283803,2.06126092866693,0.778626572947267,0.436199721066651
"PETBPAD",0.099260164396376,0.142648087341275,0.69583943427789,0.486529390280924
"MRIBPAD",0.240575227939867,0.157915955023079,1.52343838787353,0.127649064099287
"AMY.cat1",1.5483924242625,0.759170627643744,2.03958420924198,0.0413917561318253
"APOE4c1",-0.116333290847786,0.820006265201435,-0.14186878294059,0.887183652474993
"PTEDUCAT",-0.152068203818134,0.126606197212502,-1.20111185049572,0.229707816747282
