,region,feat_importance
0,17Networks_LH_VisCent_ExStr_1,0.01305935954877794
1,17Networks_LH_VisCent_ExStr_2,0.04602082261304186
2,17Networks_LH_VisCent_Striate_1,0.029847714018040015
3,17Networks_LH_VisCent_ExStr_3,0.016731433557985943
4,17Networks_LH_VisCent_ExStr_4,-0.011779807555815282
5,17Networks_LH_VisCent_ExStr_5,-0.0041092257553059985
6,17Networks_LH_VisPeri_ExStrInf_1,0.0003312636169939376
7,17Networks_LH_VisPeri_ExStrInf_2,0.0019618300402704627
8,17Networks_LH_VisPeri_ExStrInf_3,0.0006916851557742021
9,17Networks_LH_VisPeri_StriCal_1,0.04816301172260028
10,17Networks_LH_VisPeri_ExStrSup_1,0.002601373674540364
11,17Networks_LH_VisPeri_ExStrSup_2,-0.02542067868015793
12,17Networks_LH_SomMotA_1,-0.00467324157363632
13,17Networks_LH_SomMotA_2,0.0008184975959130281
14,17Networks_LH_SomMotA_3,0.002440232984453212
15,17Networks_LH_SomMotA_4,0.01118507449163756
16,17Networks_LH_SomMotA_5,-0.019890158302697674
17,17Networks_LH_SomMotA_6,0.010210314795433576
18,17Networks_LH_SomMotA_7,-0.03042525819254096
19,17Networks_LH_SomMotA_8,-0.04486935664235732
20,17Networks_LH_SomMotB_Aud_1,0.026574726949715476
21,17Networks_LH_SomMotB_Aud_2,0.012201147793286755
22,17Networks_LH_SomMotB_S2_1,0.006721446429163555
23,17Networks_LH_SomMotB_S2_2,0.008520969623864767
24,17Networks_LH_SomMotB_Aud_3,-0.00014481186099727595
25,17Networks_LH_SomMotB_S2_3,-0.008065077452047471
26,17Networks_LH_SomMotB_Cent_1,-0.01385282143809659
27,17Networks_LH_SomMotB_Cent_2,7.516358110394972e-05
28,17Networks_LH_DorsAttnA_TempOcc_1,-0.0007735411074009723
29,17Networks_LH_DorsAttnA_TempOcc_2,0.0007461107917645737
30,17Networks_LH_DorsAttnA_ParOcc_1,0.000596761660572187
31,17Networks_LH_DorsAttnA_SPL_1,-0.00910251846586987
32,17Networks_LH_DorsAttnA_SPL_2,-0.010119011689350121
33,17Networks_LH_DorsAttnA_SPL_3,0.0031303024709208494
34,17Networks_LH_DorsAttnB_PostC_1,0.009297545238571901
35,17Networks_LH_DorsAttnB_PostC_2,-0.0007342192679779069
36,17Networks_LH_DorsAttnB_PostC_3,-0.0018878764261331727
37,17Networks_LH_DorsAttnB_PostC_4,0.00015538911068330386
38,17Networks_LH_DorsAttnB_FEF_1,0.0014541924721887022
39,17Networks_LH_SalVentAttnA_ParOper_1,0.0019624533507633358
40,17Networks_LH_SalVentAttnA_Ins_1,0.03603508066312616
41,17Networks_LH_SalVentAttnA_FrOper_1,-0.0005257322207535342
42,17Networks_LH_SalVentAttnA_FrOper_2,0.006772230094244134
43,17Networks_LH_SalVentAttnA_ParMed_1,0.0010629946055672646
44,17Networks_LH_SalVentAttnA_FrMed_1,0.0948588953367127
45,17Networks_LH_SalVentAttnA_FrMed_2,-0.016814093710682404
46,17Networks_LH_SalVentAttnB_IPL_1,0.005223495540455412
47,17Networks_LH_SalVentAttnB_PFCl_1,-0.013735329884634315
48,17Networks_LH_SalVentAttnB_Ins_1,-0.013409876081177795
49,17Networks_LH_SalVentAttnB_PFCmp_1,0.05480659314616102
50,17Networks_LH_LimbicB_OFC_1,0.00760653510295926
51,17Networks_LH_LimbicB_OFC_2,-0.04060507690503533
52,17Networks_LH_LimbicA_TempPole_1,0.011971535080592854
53,17Networks_LH_LimbicA_TempPole_2,0.002543793415086224
54,17Networks_LH_LimbicA_TempPole_3,0.014144949596111137
55,17Networks_LH_LimbicA_TempPole_4,0.03505958369295669
56,17Networks_LH_ContA_Temp_1,0.0013212045087650636
57,17Networks_LH_ContA_IPS_1,-5.7242925089195926e-05
58,17Networks_LH_ContA_IPS_2,0.01937699238544039
59,17Networks_LH_ContA_IPS_3,0.017704673965824737
60,17Networks_LH_ContA_PFCd_1,0.0020803084081856583
61,17Networks_LH_ContA_PFClv_1,-0.018474977336068336
62,17Networks_LH_ContA_PFCl_1,-0.028279130647849624
63,17Networks_LH_ContA_PFCl_2,-0.023124966717795483
64,17Networks_LH_ContA_PFCl_3,-0.010509610794577809
65,17Networks_LH_ContA_Cingm_1,0.07513000045160691
66,17Networks_LH_ContB_Temp_1,-0.0235196037700439
67,17Networks_LH_ContB_IPL_1,-0.005814356963079312
68,17Networks_LH_ContB_PFCl_1,-0.006778656240057632
69,17Networks_LH_ContB_PFClv_1,0.022578427519678774
70,17Networks_LH_ContB_PFClv_2,0.04506914775383253
71,17Networks_LH_ContC_pCun_1,-0.008441391128422562
72,17Networks_LH_ContC_pCun_2,0.0012665443241410479
73,17Networks_LH_ContC_Cingp_1,0.040320345478866794
74,17Networks_LH_DefaultA_IPL_1,-0.029797260054684818
75,17Networks_LH_DefaultA_PFCd_1,-0.005948213378130709
76,17Networks_LH_DefaultA_pCunPCC_1,0.00015525669562888034
77,17Networks_LH_DefaultA_pCunPCC_2,-0.008744979781420064
78,17Networks_LH_DefaultA_pCunPCC_3,0.0018286040923386304
79,17Networks_LH_DefaultA_PFCm_1,0.004039175542964366
80,17Networks_LH_DefaultA_PFCm_2,0.026963285250462404
81,17Networks_LH_DefaultA_PFCm_3,0.023009746374296522
82,17Networks_LH_DefaultB_Temp_1,-0.011791267333240176
83,17Networks_LH_DefaultB_Temp_2,-0.011943968940726078
84,17Networks_LH_DefaultB_Temp_3,0.000587598088521335
85,17Networks_LH_DefaultB_Temp_4,-0.004646722297934969
86,17Networks_LH_DefaultB_IPL_1,0.0023175376775564694
87,17Networks_LH_DefaultB_PFCd_1,0.0016062339890788335
88,17Networks_LH_DefaultB_PFCd_2,-0.006585140970577936
89,17Networks_LH_DefaultB_PFCd_3,0.09969153137862681
90,17Networks_LH_DefaultB_PFCd_4,0.012305625834795752
91,17Networks_LH_DefaultB_PFCv_1,0.042696553944720134
92,17Networks_LH_DefaultB_PFCv_2,-0.032184157593259224
93,17Networks_LH_DefaultB_PFCv_3,-0.006747676143099857
94,17Networks_LH_DefaultB_PFCv_4,0.005084273560827955
95,17Networks_LH_DefaultC_IPL_1,-0.023594123586339947
96,17Networks_LH_DefaultC_Rsp_1,0.0029738334025128
97,17Networks_LH_DefaultC_PHC_1,-0.003106591050329599
98,17Networks_LH_TempPar_1,0.009409978628631833
99,17Networks_LH_TempPar_2,0.003103784105701006
100,17Networks_RH_VisCent_ExStr_1,-0.00021944303610086814
101,17Networks_RH_VisCent_ExStr_2,-0.01262277911277911
102,17Networks_RH_VisCent_Striate_1,0.0003193747654897061
103,17Networks_RH_VisCent_ExStr_3,0.035235068210554256
104,17Networks_RH_VisCent_ExStr_4,0.01516703140155025
105,17Networks_RH_VisCent_ExStr_5,-0.004014134513071923
106,17Networks_RH_VisPeri_ExStrInf_1,0.005755309992702764
107,17Networks_RH_VisPeri_ExStrInf_2,0.009214778438732836
108,17Networks_RH_VisPeri_StriCal_1,0.054884360136653765
109,17Networks_RH_VisPeri_ExStrSup_1,0.06575015793110424
110,17Networks_RH_VisPeri_ExStrSup_2,-3.655701108011833e-05
111,17Networks_RH_VisPeri_ExStrSup_3,-0.007847233990571434
112,17Networks_RH_SomMotA_1,0.0061130930013352765
113,17Networks_RH_SomMotA_2,0.0067348086806084725
114,17Networks_RH_SomMotA_3,0.001775180207464029
115,17Networks_RH_SomMotA_4,0.00016121021206838115
116,17Networks_RH_SomMotA_5,-0.005295150080497559
117,17Networks_RH_SomMotA_6,-0.0006486509161044651
118,17Networks_RH_SomMotA_7,0.022805772464036117
119,17Networks_RH_SomMotA_8,0.00723572211346164
120,17Networks_RH_SomMotA_9,-0.005064466781077779
121,17Networks_RH_SomMotA_10,-0.01700569871616282
122,17Networks_RH_SomMotA_11,-0.01169594251009785
123,17Networks_RH_SomMotB_Aud_1,0.07276963525308469
124,17Networks_RH_SomMotB_Aud_2,0.029363717954247116
125,17Networks_RH_SomMotB_S2_1,0.021279228436784314
126,17Networks_RH_SomMotB_S2_2,-0.004044680802721614
127,17Networks_RH_SomMotB_S2_3,0.0025212552337535855
128,17Networks_RH_SomMotB_S2_4,0.025163326277364072
129,17Networks_RH_SomMotB_Cent_1,-0.07064345653196455
130,17Networks_RH_DorsAttnA_TempOcc_1,-0.00922596814531282
131,17Networks_RH_DorsAttnA_ParOcc_1,-0.006407868355536497
132,17Networks_RH_DorsAttnA_SPL_1,0.00047372536304330026
133,17Networks_RH_DorsAttnA_SPL_2,0.0011148977259403292
134,17Networks_RH_DorsAttnA_SPL_3,0.020217013090158803
135,17Networks_RH_DorsAttnA_SPL_4,0.007456333251136966
136,17Networks_RH_DorsAttnB_PostC_1,-0.024652367718869327
137,17Networks_RH_DorsAttnB_PostC_2,0.009136552723675213
138,17Networks_RH_DorsAttnB_PostC_3,-0.0038998881850490007
139,17Networks_RH_DorsAttnB_PostC_4,-0.00024345784194590436
140,17Networks_RH_DorsAttnB_FEF_1,0.0004696882400555813
141,17Networks_RH_SalVentAttnA_ParOper_1,-0.0021185553283683857
142,17Networks_RH_SalVentAttnA_PrC_1,-0.012808454643901896
143,17Networks_RH_SalVentAttnA_Ins_1,0.005917458069530848
144,17Networks_RH_SalVentAttnA_Ins_2,0.08524472852166358
145,17Networks_RH_SalVentAttnA_FrOper_1,0.03458499362421299
146,17Networks_RH_SalVentAttnA_FrMed_1,0.04394427923603148
147,17Networks_RH_SalVentAttnA_ParMed_1,-0.05963669835405046
148,17Networks_RH_SalVentAttnA_ParMed_2,0.003538498179259988
149,17Networks_RH_SalVentAttnA_FrMed_2,-0.012941970868761477
150,17Networks_RH_SalVentAttnB_IPL_1,-0.0022886809914843907
151,17Networks_RH_SalVentAttnB_PFClv_1,-0.0175998909029662
152,17Networks_RH_SalVentAttnB_PFCl_1,-0.03457725048907435
153,17Networks_RH_SalVentAttnB_Ins_1,-0.01990407673983195
154,17Networks_RH_SalVentAttnB_Ins_2,-0.03247089993181482
155,17Networks_RH_SalVentAttnB_PFCmp_1,0.04640456564216633
156,17Networks_RH_LimbicB_OFC_1,-0.057945744904829705
157,17Networks_RH_LimbicB_OFC_2,0.006229686326611681
158,17Networks_RH_LimbicB_OFC_3,-0.0070786402042512945
159,17Networks_RH_LimbicB_OFC_4,0.009789247208331058
160,17Networks_RH_LimbicA_TempPole_1,0.010973741866776895
161,17Networks_RH_LimbicA_TempPole_2,-0.018475432141234906
162,17Networks_RH_LimbicA_TempPole_3,0.07872709943598225
163,17Networks_RH_LimbicA_TempPole_4,-0.0016724694341026147
