,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.7319029521128969,53.781162657993015,True,0.7905251742207949,2.2126936460342166,0.25429220147086906,4.317440663240786
