,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.7256025408269947,53.466722259881735,True,0.7860173537982662,2.2491343230312157,0.2593162580937721,4.432574088779246
