,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr
0,True,-0.6449776678190821,47.72830611760966,True,0.655647622394455,2.946214607252515,0.23965089710675824,4.345758134885363
