,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.7279698827315477,53.66903513346348,True,0.6601608556248137,2.6958483269446836,0.12770800840598873,4.214557585568412,-0.7658229320723909,56.31869407243321,True,0.8009393464027431,1.9733268692626973,0.20845018821593975,4.08555932963373
