,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.6924350308134517,51.41326873807224,True,0.6407995373966646,2.6263607490822056,0.1613262073934445,4.226276378260875,-0.811411130986803,60.16755389666369,True,0.7988852079406835,1.950835941551795,0.14037660874609414,4.260514857768585
