,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.6971529758758868,51.503245673274876,True,0.6958737459953223,2.7799442482159207,0.20964941531139336,4.384936193215637,-0.7423806933816707,54.25881389439363,True,0.8239916608831906,2.080069190384995,0.2665831941510479,4.271045038198794
