,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.734683403551032,54.132526227363094,True,0.7478367708750866,2.5089423262245303,0.20728496187765688,4.5683086728518685
