,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.6367886272852884,47.128444769850574,True,0.7578139614935792,2.424841455773092,0.3522783275760081,4.129380665843351
