,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.6403064502809276,47.31048448459893,True,0.6566303812022976,2.813360065447266,0.24621837713679673,4.4045283228856364,-0.698199702675905,51.711112848143486,True,0.7396327241682887,2.5003347845406427,0.25214301483929824,4.319935231540044
