,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr
0,True,-0.6916510253975575,51.46273399142213,True,0.6497723401331168,2.899274190257442,0.16969930770378638,4.452465441023438
