,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.6827441539665954,50.37434170472308,True,0.714688080454857,2.553130787825909,0.2482677478439017,4.3280045577362065
