,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr
0,True,-0.6310587680372456,46.602237745261185,True,0.6593550603828198,2.897660637177568,0.2609116552335943,4.287133036015156
