,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.7172627181128811,53.07147440126183,True,0.790375815320608,2.2595321344428507,0.2757804571339516,4.124879392961071
