,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.7129355729080533,52.44529673668506,True,0.6901327383281866,2.6325782761628664,0.1796960238340074,4.445632492354084
