,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.7958109145670511,58.79627735099289,True,0.6679670484724709,2.8469601713152173,0.034504903185082814,4.919779488913432,-0.8178587898871074,59.99853434486934,True,0.8134087164050424,1.9931421519766543,0.1380862856814351,4.724857337312716
