,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.7812522209546886,58.09501174727945,True,0.6722509173499441,2.567580925995403,0.05891948926849333,4.736865384899502,-0.7546146227351278,55.53349037593881,True,0.7746140387462811,2.2329249929104904,0.20335891563754627,4.3370813874455045
