,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.6768072520990486,49.87535498862813,True,0.6923613790230125,2.609650136189625,0.23429330179629948,4.381917594668134
