,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.5782517005477039,42.574828786018394,True,0.6866076073839096,2.695515373425477,0.351505828794911,4.106635569790224
