,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr
0,True,-0.6518562826930862,48.16060314865333,True,0.6897542026304958,2.637195321749037,0.2648374990616721,4.199601070419426
