,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.8062503358330644,59.39639392595185,True,0.8221257733022417,1.9791137055845163,0.16964121986718805,4.592302671661003
