,withCA,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.7274363124826567,53.317568878254846,True,0.7670087754566404,2.270596296933724,0.23332911900518805,4.34325437342463
