,withCA,rvr_slope,rvr_intercept,rvr_check,rvr_r2,rvr_mae,rvr_rsq_uncorr,rvr_ma_uncorr,svm_slope,svm_intercept,svm_check,svm_r2,svm_mae,svm_rsq_uncorr,svm_ma_uncorr
0,True,-0.765441533609148,56.461304456559695,True,0.712863630176884,2.417461080245918,0.12461974305683032,4.169591138519579,-0.7806215426673357,57.4850181833265,True,0.8222523661412695,1.7856247532465572,0.20845061001631748,4.005947010458161
