,col,high,low
17Networks_RH_DorsAttnA_SPL_2,17Networks_RH_DorsAttnA_SPL_2,1.7059923756769653,0.16872189297419382
17Networks_RH_DorsAttnA_SPL_3,17Networks_RH_DorsAttnA_SPL_3,1.895220023913397,0.5343587481805268
17Networks_RH_DorsAttnA_SPL_4,17Networks_RH_DorsAttnA_SPL_4,1.7440867529587678,0.27607127649444907
17Networks_RH_DorsAttnB_PostC_1,17Networks_RH_DorsAttnB_PostC_1,1.725698108681418,0.42330950158215197
17Networks_RH_DorsAttnB_PostC_2,17Networks_RH_DorsAttnB_PostC_2,1.8755455485957533,0.634141338430374
17Networks_RH_DorsAttnB_PostC_3,17Networks_RH_DorsAttnB_PostC_3,1.810336622405453,0.4156451856562495
17Networks_RH_DorsAttnB_PostC_4,17Networks_RH_DorsAttnB_PostC_4,1.5378507273926008,0.14122468902947594
17Networks_RH_DorsAttnB_FEF_1,17Networks_RH_DorsAttnB_FEF_1,1.9489560833946706,0.622335725652057
17Networks_RH_SalVentAttnA_ParOper_1,17Networks_RH_SalVentAttnA_ParOper_1,1.661468881258483,0.46842720303752916
17Networks_RH_SalVentAttnA_PrC_1,17Networks_RH_SalVentAttnA_PrC_1,1.8687322221920597,0.43544347550702134
17Networks_RH_SalVentAttnA_Ins_1,17Networks_RH_SalVentAttnA_Ins_1,1.4613999071499786,0.45093939732229416
17Networks_RH_SalVentAttnA_Ins_2,17Networks_RH_SalVentAttnA_Ins_2,1.6291491857022158,0.5599113251176306
17Networks_RH_SalVentAttnA_FrOper_1,17Networks_RH_SalVentAttnA_FrOper_1,1.8596055135641065,0.6503118193461379
17Networks_RH_SalVentAttnA_FrMed_1,17Networks_RH_SalVentAttnA_FrMed_1,1.7901301318143266,0.6140541627487042
17Networks_RH_SalVentAttnA_ParMed_1,17Networks_RH_SalVentAttnA_ParMed_1,1.7703745418586252,0.6157876713646091
17Networks_RH_SalVentAttnA_ParMed_2,17Networks_RH_SalVentAttnA_ParMed_2,1.7841703202427328,0.7639405204100063
17Networks_RH_SalVentAttnA_FrMed_2,17Networks_RH_SalVentAttnA_FrMed_2,1.9645822126657202,0.33595742976966614
17Networks_RH_SalVentAttnB_IPL_1,17Networks_RH_SalVentAttnB_IPL_1,1.4412220807084006,0.2711458169463119
17Networks_RH_SalVentAttnB_PFClv_1,17Networks_RH_SalVentAttnB_PFClv_1,1.864781420159848,0.4624119636976245
