,col,high,low
17Networks_LH_DefaultA_pCunPCC_3,17Networks_LH_DefaultA_pCunPCC_3,2.2763959419999997,0.7677033055000002
17Networks_LH_DefaultA_PFCm_1,17Networks_LH_DefaultA_PFCm_1,1.8682922174999996,0.6921066212500004
17Networks_LH_DefaultA_PFCm_2,17Networks_LH_DefaultA_PFCm_2,1.6849839699999993,0.23076394400000044
17Networks_LH_DefaultA_PFCm_3,17Networks_LH_DefaultA_PFCm_3,1.8637716250000003,0.7406629092499999
17Networks_LH_DefaultB_Temp_1,17Networks_LH_DefaultB_Temp_1,1.48162569075,0.37561015774999995
17Networks_LH_DefaultB_Temp_2,17Networks_LH_DefaultB_Temp_2,1.7482937120000002,0.3614595937499998
17Networks_LH_DefaultB_Temp_3,17Networks_LH_DefaultB_Temp_3,1.6958219474999998,0.5494101582500002
17Networks_LH_DefaultB_Temp_4,17Networks_LH_DefaultB_Temp_4,1.86522170175,0.63486373025
17Networks_LH_DefaultB_IPL_1,17Networks_LH_DefaultB_IPL_1,1.7471971424999992,0.3013148742500005
17Networks_LH_DefaultB_PFCd_1,17Networks_LH_DefaultB_PFCd_1,1.7451141269999995,0.3225004852500004
17Networks_LH_DefaultB_PFCd_2,17Networks_LH_DefaultB_PFCd_2,1.7696245870000005,-0.01719412325000036
17Networks_LH_DefaultB_PFCd_3,17Networks_LH_DefaultB_PFCd_3,2.152917164,0.3939376567499999
17Networks_LH_DefaultB_PFCd_4,17Networks_LH_DefaultB_PFCd_4,2.0923880227500002,0.19643362499999983
17Networks_LH_DefaultB_PFCv_1,17Networks_LH_DefaultB_PFCv_1,1.8151397754999994,0.5804708645000005
17Networks_LH_DefaultB_PFCv_2,17Networks_LH_DefaultB_PFCv_2,1.9715682767500007,0.5668583582499993
17Networks_LH_DefaultB_PFCv_3,17Networks_LH_DefaultB_PFCv_3,1.8235354327500004,0.4255401399999994
17Networks_LH_DefaultB_PFCv_4,17Networks_LH_DefaultB_PFCv_4,1.8917328695000002,0.3867507352499997
17Networks_LH_DefaultC_IPL_1,17Networks_LH_DefaultC_IPL_1,1.56114225925,0.15398418000000014
17Networks_LH_DefaultC_Rsp_1,17Networks_LH_DefaultC_Rsp_1,2.2390954277500006,0.5290313272499994
17Networks_LH_DefaultC_PHC_1,17Networks_LH_DefaultC_PHC_1,1.4948922242500005,0.6150477184999996
17Networks_LH_TempPar_1,17Networks_LH_TempPar_1,1.8413336807500003,0.5512424377499996
17Networks_LH_TempPar_2,17Networks_LH_TempPar_2,1.98267194925,0.625455748
